hour,is_raining,traffic_level,surge_multiplier,num_ride_requests
6,0,0,1.0,105
15,0,1,1.0,89
18,0,2,2.0,59
4,1,1,1.5,65
21,1,2,1.0,101
17,0,0,1.2,132
6,0,0,1.2,87
4,0,1,2.0,49
7,0,1,1.0,122
8,0,0,1.2,136
21,0,1,1.0,96
19,1,1,1.2,124
3,0,2,1.2,60
2,0,1,1.2,67
11,0,0,1.2,76
8,0,0,1.0,159
9,0,2,1.0,116
10,0,2,1.0,81
15,0,1,1.2,73
10,1,0,2.0,60
21,0,0,1.0,95
7,0,1,1.0,145
13,1,0,1.0,122
1,0,0,1.0,99
3,0,2,1.2,63
14,0,1,1.2,71
17,0,2,1.0,124
10,0,1,1.2,73
18,0,1,1.2,113
17,0,0,1.0,164
8,1,1,1.0,156
21,0,1,1.5,58
22,1,0,1.5,77
4,0,1,2.0,41
9,0,2,1.5,87
16,1,2,1.0,100
19,1,1,1.5,110
12,0,0,1.2,75
3,0,0,2.0,53
13,0,1,1.0,82
7,0,1,1.0,124
20,0,0,1.0,91
14,0,0,1.0,92
2,0,1,1.0,92
16,0,0,2.0,45
14,1,1,1.5,73
0,0,1,1.0,94
4,0,0,1.0,99
7,1,1,2.0,83
8,0,0,1.0,145
1,0,1,1.0,94
4,0,2,1.5,58
3,0,0,1.2,80
11,0,0,2.0,51
18,1,0,2.0,98
23,0,1,1.5,54
1,0,2,1.0,76
15,0,2,1.2,62
1,0,2,1.5,54
20,0,1,1.0,84
9,0,1,1.0,129
9,0,0,1.2,123
16,0,0,1.0,91
11,0,1,1.2,71
6,1,0,1.0,113
8,0,2,1.0,118
13,0,0,1.0,109
17,0,0,1.5,109
9,1,0,1.0,168
15,0,2,2.0,41
0,0,2,1.5,57
8,1,2,1.0,144
12,0,2,1.2,69
15,0,1,1.0,88
15,1,0,1.5,81
1,0,1,1.2,74
8,0,1,1.2,108
12,0,1,1.2,69
7,1,2,1.0,138
22,1,1,1.0,116
10,0,1,1.0,97
16,0,0,1.0,107
19,1,0,1.0,172
10,0,0,1.2,89
10,0,0,1.0,93
15,0,0,1.0,107
6,0,1,2.0,42
21,0,1,1.2,77
0,0,1,1.0,94
22,0,1,1.5,54
14,0,1,1.2,71
17,0,1,1.0,138
13,0,0,1.2,85
12,0,0,2.0,53
23,1,0,1.0,123
1,0,1,1.2,70
19,0,0,1.5,105
21,1,1,1.0,117
23,1,1,1.5,74
10,1,2,1.5,63
18,1,1,1.2,143
21,0,2,1.5,52
5,0,1,1.2,69
16,0,2,1.0,73
21,0,2,1.0,78
0,0,1,2.0,46
19,1,1,1.2,140
4,0,2,1.2,67
0,0,1,1.2,74
12,0,0,1.2,86
0,0,1,1.0,98
11,0,2,1.0,76
8,0,1,1.5,91
21,0,1,1.0,96
12,0,0,1.0,95
9,0,1,1.0,128
15,0,0,1.2,89
5,0,2,1.0,87
20,0,2,1.2,69
21,0,2,1.0,82
7,0,1,1.0,135
22,0,1,1.0,95
6,0,1,1.0,98
12,0,1,1.0,87
16,0,1,1.5,57
11,1,2,1.0,105
10,0,2,1.2,66
5,0,1,1.2,70
14,0,1,1.5,64
4,0,1,1.0,82
15,0,1,1.0,90
23,0,1,1.0,94
10,0,2,1.0,86
9,0,2,1.0,109
7,0,2,1.2,103
23,1,0,1.0,127
4,0,1,1.2,76
9,1,1,1.0,154
9,0,0,1.2,129
0,0,1,1.2,81
12,0,2,2.0,43
19,1,0,1.0,187
22,0,1,1.0,85
17,0,2,1.0,113
22,0,0,1.0,97
4,1,2,1.5,60
15,0,1,1.0,85
5,0,1,1.0,84
21,1,1,1.5,66
20,0,1,1.0,90
9,0,2,1.2,95
6,0,0,1.0,109
19,1,1,1.2,132
15,0,2,1.5,54
0,1,1,1.2,98
6,0,2,1.0,84
11,0,1,1.0,95
22,0,1,1.0,97
14,0,1,2.0,48
1,0,0,1.2,89
17,0,1,1.0,146
3,1,0,1.5,79
12,0,1,1.0,83
22,0,2,1.2,71
8,0,1,1.5,96
3,0,1,1.5,60
8,0,1,1.5,95
22,0,1,1.5,64
23,0,1,1.0,90
0,1,1,1.0,108
7,0,1,2.0,72
0,1,1,1.0,108
15,0,1,2.0,47
23,0,0,1.0,106
14,0,1,1.2,72
14,0,1,1.0,98
4,0,1,2.0,48
18,0,1,1.2,117
23,0,2,1.0,78
10,0,1,1.5,55
18,0,1,1.0,130
23,0,1,1.5,55
20,0,1,1.0,96
23,0,2,2.0,42
2,1,0,1.0,113
21,1,2,2.0,45
21,0,1,1.0,85
3,1,1,1.0,106
20,0,1,1.0,89
15,0,1,1.0,82
11,0,1,1.0,82
6,1,1,1.2,87
0,0,2,1.2,68
23,0,1,1.5,62
10,0,0,2.0,51
14,0,0,1.2,83
18,1,1,1.2,147
22,0,1,1.5,63
14,0,1,1.0,89
8,1,0,1.0,178
12,0,1,1.2,75
17,0,0,1.0,145
22,1,2,1.0,103
16,0,1,1.2,75
4,0,2,2.0,41
15,0,2,1.5,50
6,0,1,1.2,71
20,0,1,1.0,97
4,0,1,1.5,54
21,0,0,1.0,96
10,0,1,1.5,59
15,0,1,1.0,87
21,0,0,1.0,97
12,0,2,1.0,87
1,0,0,1.5,67
11,1,1,1.2,90
11,0,0,1.0,98
9,0,0,1.2,131
12,0,2,1.5,55
11,0,0,1.0,102
18,0,1,1.0,126
16,0,1,1.0,83
15,1,1,1.0,107
16,0,0,1.0,105
5,0,1,1.5,54
22,0,2,1.2,71
17,0,2,2.0,64
10,0,1,1.0,84
11,0,1,1.2,73
16,1,1,1.0,98
1,0,1,1.2,68
12,0,2,1.0,78
18,0,1,1.0,130
18,0,1,1.0,143
23,0,1,1.2,71
3,1,0,1.0,126
0,0,2,1.0,76
1,0,2,1.2,67
17,0,2,1.2,107
11,0,0,1.0,93
8,1,1,1.2,130
4,0,1,1.0,94
15,0,1,2.0,42
3,0,2,1.0,73
19,0,1,2.0,73
2,0,1,1.0,87
17,1,0,1.2,161
7,0,2,1.0,113
21,0,1,2.0,45
1,0,2,1.0,85
11,0,0,1.0,91
0,0,1,1.0,94
23,1,1,1.5,66
23,0,0,1.0,94
20,0,0,1.5,64
17,1,1,1.0,155
9,0,1,1.0,131
20,0,2,2.0,41
7,0,1,1.2,106
3,1,0,1.0,122
17,0,2,1.0,122
2,0,0,1.0,94
2,0,1,1.5,54
11,0,1,1.2,71
18,0,0,1.2,128
16,0,2,1.0,76
22,0,1,1.2,70
16,1,0,1.0,130
21,0,1,1.2,81
3,0,1,1.2,73
6,0,1,1.2,79
22,0,0,1.0,91
6,1,1,1.0,116
21,1,1,2.0,52
6,1,1,1.0,113
7,0,1,1.0,139
18,1,1,1.5,105
20,1,2,1.2,73
8,0,0,1.0,153
23,0,0,1.0,91
21,1,0,1.5,87
8,0,2,2.0,59
13,0,1,1.2,71
20,0,1,1.0,84
17,0,0,1.5,91
8,0,0,1.5,104
4,0,1,1.5,65
7,0,1,1.0,133
23,0,1,1.0,93
3,0,1,1.0,89
19,0,1,1.0,132
13,1,0,1.0,116
16,0,1,1.0,97
20,0,1,1.5,63
15,0,2,1.5,57
8,0,1,2.0,62
4,0,1,1.0,87
4,0,1,1.2,70
5,0,2,1.0,74
5,0,0,1.2,89
7,0,2,1.0,129
15,1,0,1.0,121
13,0,1,1.0,85
0,0,1,1.0,98
15,0,1,1.0,82
14,0,0,1.0,105
4,0,0,1.0,96
8,0,1,1.5,88
2,0,0,2.0,53
6,0,1,1.5,54
6,1,2,1.2,79
15,0,1,1.0,88
2,0,0,1.2,79
14,0,1,1.0,98
6,1,2,1.2,79
2,0,2,1.5,52
15,1,1,1.0,112
5,0,1,2.0,47
7,0,0,1.0,142
15,1,1,1.0,103
23,0,1,1.2,68
5,0,1,1.5,65
15,0,0,1.0,90
1,0,1,1.0,89
0,0,1,1.2,74
18,0,0,1.2,132
13,0,1,1.0,82
18,0,0,1.0,144
22,0,2,1.0,83
3,0,1,1.2,82
1,0,0,1.2,91
1,1,1,1.5,67
11,0,2,1.2,60
22,1,2,1.0,95
23,0,0,1.0,90
10,0,0,1.0,99
20,0,1,1.0,98
17,0,0,2.0,80
18,1,1,1.2,122
16,0,1,1.2,67
3,0,1,1.2,73
22,1,1,1.0,99
11,0,0,1.0,97
2,0,1,1.2,77
15,0,1,1.2,72
3,0,1,1.0,87
5,0,0,1.0,91
0,1,2,1.2,86
4,0,1,1.0,95
9,0,0,1.5,97
13,0,1,1.0,91
4,0,1,1.5,59
9,0,1,1.0,127
8,0,0,1.2,118
12,0,1,1.0,89
16,0,0,1.0,98
18,0,0,2.0,73
19,1,2,1.0,153
0,0,0,1.0,90
8,0,0,1.2,136
17,1,0,2.0,95
4,0,2,1.2,71
13,0,2,1.0,82
18,0,0,1.0,143
14,0,2,1.5,53
3,0,0,1.5,65
3,0,1,1.0,84
17,1,1,1.2,147
17,0,1,1.0,129
7,1,0,1.0,163
1,0,1,2.0,44
15,0,1,1.2,69
13,0,2,1.0,85
22,0,1,1.0,81
0,1,1,1.2,81
16,1,1,2.0,57
9,0,0,1.0,138
15,0,0,1.0,101
2,0,1,1.0,92
18,0,0,1.2,137
10,0,1,1.0,85
14,0,2,1.0,76
17,0,0,1.2,114
19,0,1,1.0,122
18,0,1,1.0,132
6,0,2,1.0,82
5,0,2,1.0,82
8,0,0,1.0,158
12,0,0,1.2,83
7,0,0,1.0,158
17,0,0,1.5,93
2,0,0,1.2,85
0,0,0,1.5,70
23,0,1,1.0,91
17,0,2,1.5,83
3,1,2,1.5,59
17,0,0,1.2,123
15,0,1,1.2,80
17,1,2,1.0,138
2,0,2,1.5,57
13,1,1,1.2,98
9,0,0,1.0,139
4,1,1,1.0,100
7,0,1,2.0,65
17,0,0,1.0,151
4,0,0,1.0,105
11,0,1,1.5,54
3,0,2,1.0,84
11,0,0,1.0,93
12,0,2,1.0,73
13,0,0,1.0,102
13,0,1,2.0,41
18,0,0,1.2,114
9,1,0,1.2,153
21,1,0,1.0,124
8,0,1,1.2,121
23,0,2,1.0,87
17,0,0,1.0,149
16,0,1,1.0,92
23,0,1,1.0,95
4,1,2,1.5,69
1,0,0,2.0,45
9,0,1,1.0,127
0,0,0,2.0,50
7,0,2,1.2,94
7,0,1,1.0,135
5,1,1,1.2,93
20,0,0,1.0,105
4,1,0,1.0,128
21,0,1,1.0,98
20,0,1,2.0,48
17,0,0,2.0,72
6,1,1,1.0,103
3,0,2,1.0,76
22,0,0,1.0,91
0,0,2,1.0,82
21,1,1,1.2,81
1,0,0,1.0,95
18,0,2,1.2,105
2,0,1,1.0,89
0,0,1,1.2,73
20,0,1,1.2,79
12,0,0,1.0,98
7,0,1,1.0,134
11,0,1,1.0,89
7,0,0,1.0,150
6,0,1,1.2,69
22,0,1,1.0,90
7,0,0,1.0,146
23,1,0,1.5,86
14,0,1,1.5,54
20,1,1,1.2,90
6,0,2,1.0,87
11,1,1,1.0,97
17,0,1,2.0,70
3,0,1,1.0,81
5,0,0,1.0,107
10,0,1,1.2,70
9,0,2,1.2,106
18,0,1,1.0,146
17,0,1,1.5,83
11,0,1,1.5,55
16,0,1,1.0,96
19,1,0,1.5,112
1,0,2,1.0,72
18,0,2,1.0,113
11,0,2,1.2,62
10,0,2,2.0,41
14,0,0,1.0,99
10,0,1,1.0,94
10,0,0,1.2,78
21,0,0,1.0,99
9,0,1,2.0,62
18,0,1,2.0,67
2,0,0,1.2,83
3,0,1,1.0,97
2,0,2,1.0,87
14,0,0,1.0,107
5,0,1,2.0,48
8,0,1,1.0,122
7,0,0,1.0,159
1,0,2,1.0,73
18,0,1,1.5,91
14,0,0,1.2,76
7,1,1,2.0,85
18,0,1,1.0,121
4,0,0,1.0,97
11,0,0,1.2,83
11,0,1,1.0,85
8,0,0,1.0,150
17,0,0,1.5,107
9,0,1,1.2,114
4,1,1,1.0,109
14,1,0,1.2,109
19,0,1,2.0,66
23,1,0,1.0,129
23,0,0,1.0,102
18,0,0,1.0,158
20,0,1,1.2,72
9,0,1,2.0,68
16,0,0,1.2,89
5,1,1,1.0,110
8,0,1,1.0,139
16,0,0,1.0,100
17,0,1,1.5,83
13,0,1,1.0,94
22,0,0,1.0,103
5,0,2,1.0,79
10,0,1,1.0,88
18,0,1,1.0,139
15,0,2,1.2,69
1,0,0,1.2,81
6,0,0,1.0,96
20,0,2,1.2,72
5,0,0,1.2,91
14,0,1,1.2,73
12,1,2,1.5,69
6,0,0,1.0,101
19,0,2,1.5,72
2,0,1,1.0,82
14,0,2,1.0,75
19,0,0,1.0,159
2,0,1,1.5,62
14,0,2,1.5,56
2,0,0,1.0,100
14,0,0,1.2,84
0,0,0,1.0,90
20,0,2,1.0,75
19,0,0,1.2,124
10,0,0,1.0,105
3,0,1,1.2,77
18,0,1,1.5,92
21,0,1,1.0,97
9,0,1,1.2,114
20,0,1,1.2,71
3,0,1,1.0,89
15,0,2,1.5,55
0,1,0,2.0,63
12,0,2,1.5,53
18,0,0,1.2,132
13,0,0,1.0,109
12,0,1,1.0,82
3,0,2,1.2,69
9,0,1,1.0,146
7,1,0,1.5,120
8,0,1,1.2,109
13,0,2,1.0,80
7,0,1,1.5,97
0,0,0,1.2,89
10,0,1,1.0,91
15,0,1,1.0,97
0,0,0,1.0,104
18,0,2,2.0,58
19,0,1,1.5,85
17,0,0,1.2,128
6,0,2,1.0,84
8,0,1,1.5,92
5,0,1,1.2,76
19,1,1,1.2,123
5,0,2,1.5,54
0,1,2,1.0,86
5,0,0,1.5,60
15,0,0,1.0,95
3,0,1,2.0,41
2,1,1,1.0,102
21,0,1,1.0,98
8,0,1,1.5,97
23,1,2,1.0,87
23,1,0,2.0,55
21,0,0,1.2,84
7,0,1,1.0,147
6,0,0,1.5,70
11,0,1,1.0,93
0,0,1,1.0,88
21,0,1,1.0,93
11,0,0,1.0,102
15,0,1,1.5,63
13,0,0,1.0,108
10,1,1,1.2,94
19,0,0,1.5,94
18,1,2,1.0,143
18,1,2,2.0,75
12,0,1,1.2,79
11,0,2,1.0,75
9,1,1,1.2,136
14,1,2,1.5,69
12,0,0,1.5,68
12,0,0,1.2,84
23,0,2,2.0,41
14,1,0,1.0,121
16,1,1,1.0,103
22,0,1,1.0,88
10,0,2,1.0,85
9,0,2,1.5,81
3,0,1,1.0,88
16,0,1,1.0,83
13,0,0,2.0,46
1,0,0,1.5,62
6,0,1,1.0,97
15,0,0,1.5,72
16,0,0,1.0,104
21,1,0,1.2,90
3,0,0,1.0,102
2,0,1,1.2,76
22,1,0,1.2,109
4,0,2,1.2,63
5,1,0,2.0,62
22,0,0,1.5,73
5,1,1,1.0,117
5,0,1,1.5,58
18,1,1,1.0,150
10,0,0,1.2,76
18,0,1,1.0,123
13,0,2,1.0,73
14,0,1,1.2,82
4,0,1,1.0,98
22,1,1,1.5,66
11,0,1,1.0,82
12,0,1,1.5,61
21,1,1,1.0,114
17,0,2,1.2,105
2,0,1,2.0,40
11,1,0,1.2,98
4,0,2,1.0,83
12,0,1,1.2,79
22,0,1,1.2,77
12,0,1,2.0,43
5,1,1,1.0,103
15,0,1,2.0,47
2,0,1,1.2,75
6,0,2,1.0,76
20,0,1,1.2,80
9,0,0,1.5,106
3,0,1,1.0,89
11,0,1,1.0,95
5,1,1,1.5,66
17,0,2,1.0,129
6,0,0,1.2,91
1,0,1,1.2,67
22,0,0,1.0,107
7,0,1,1.0,141
17,1,1,2.0,86
23,1,2,1.0,92
12,0,1,1.0,98
22,0,1,2.0,47
2,0,0,1.0,98
12,0,1,1.0,95
6,0,1,1.2,73
0,1,1,2.0,52
17,0,1,1.0,125
20,1,0,1.2,108
15,1,0,1.5,75
10,0,1,1.2,75
16,0,1,2.0,45
4,0,0,1.2,75
5,0,1,1.0,95
13,0,1,1.0,93
13,0,1,2.0,43
18,0,0,1.5,108
4,0,1,1.5,65
17,0,0,1.0,155
10,0,0,1.0,104
23,0,0,1.0,91
11,0,1,1.2,74
18,0,0,1.0,135
20,1,2,1.0,100
16,0,1,1.0,95
20,0,1,1.5,55
16,0,1,1.0,82
1,0,1,2.0,47
5,0,1,1.2,75
18,0,2,1.0,128
5,1,0,2.0,58
0,0,0,1.0,93
13,1,1,1.0,105
22,0,2,1.0,76
1,0,1,1.5,60
20,0,0,1.0,107
20,0,2,1.5,51
11,0,1,1.0,94
16,0,0,2.0,51
22,0,0,1.5,62
3,0,1,1.0,86
3,0,0,1.0,94
6,0,1,1.0,94
12,0,0,1.0,92
16,0,1,1.2,76
13,0,0,1.0,93
21,0,1,1.0,84
16,0,2,1.0,72
15,0,1,1.2,74
15,0,2,1.0,84
5,0,1,1.2,68
1,1,1,1.5,76
16,0,1,1.2,80
23,0,0,1.0,94
22,1,1,1.0,116
1,1,0,1.0,127
17,0,0,1.5,103
20,0,1,1.0,95
19,0,1,1.0,123
11,0,1,2.0,43
3,0,1,1.5,57
8,0,1,1.0,142
10,1,1,1.0,113
16,0,1,1.0,97
12,0,2,1.2,63
18,0,1,1.0,134
7,0,1,1.0,122
4,0,1,2.0,49
9,0,1,1.0,132
14,0,0,1.0,101
18,0,0,1.5,100
8,0,0,1.2,122
15,0,1,1.5,56
15,0,0,2.0,52
7,0,2,2.0,58
2,0,1,1.0,93
2,1,1,1.0,112
9,0,2,1.0,125
11,0,1,1.0,82
14,0,0,1.5,72
14,1,2,1.0,100
18,0,2,1.5,81
13,1,0,1.2,95
10,0,1,1.0,83
5,0,0,1.0,105
11,0,0,1.5,65
17,0,1,1.0,146
1,1,0,1.2,108
23,0,2,1.0,72
15,0,1,1.5,60
3,0,1,1.0,87
3,1,0,1.0,117
20,0,2,1.0,81
16,0,0,1.2,87
19,0,1,1.0,136
21,1,1,2.0,56
9,0,0,1.0,163
17,0,2,1.0,117
18,0,1,1.0,133
10,1,1,1.5,74
13,1,1,1.0,98
3,0,0,1.0,92
15,0,2,1.0,74
2,1,1,1.2,91
21,0,0,1.0,100
10,0,0,1.2,80
4,0,0,2.0,50
20,0,1,1.0,98
1,0,0,1.5,71
11,0,1,1.0,87
12,0,1,1.0,98
1,0,2,1.0,77
4,0,1,1.2,76
22,0,0,1.0,103
18,0,1,1.0,137
23,0,1,1.0,96
4,0,2,1.0,81
2,1,1,1.0,105
18,0,1,1.5,90
18,0,0,1.2,135
10,1,1,1.0,112
11,0,1,1.0,86
18,0,1,1.0,122
19,0,2,1.0,122
9,0,2,1.2,92
16,0,2,1.0,80
11,1,2,1.2,75
2,0,1,1.0,97
20,0,1,1.0,83
7,0,1,1.0,148
7,0,0,1.0,138
12,0,2,1.0,81
21,0,0,1.2,83
12,1,0,1.0,125
9,0,0,1.5,94
14,0,0,1.5,65
22,0,0,1.0,90
15,1,1,1.0,111
12,0,2,1.2,64
10,0,1,1.0,98
11,0,1,1.0,89
13,0,1,1.0,93
19,0,1,1.2,105
2,0,2,1.5,56
14,0,1,1.0,81
10,0,0,1.0,91
2,0,1,2.0,47
17,0,2,1.0,117
7,1,0,1.0,163
22,0,1,1.2,73
7,0,1,1.0,125
12,0,1,1.0,89
5,0,2,2.0,43
9,0,1,1.2,101
14,0,1,1.0,95
4,0,0,1.5,64
0,0,2,1.0,84
7,1,1,2.0,80
1,0,1,1.5,63
0,0,1,1.0,90
23,0,0,1.0,104
15,1,1,1.5,72
4,0,1,2.0,46
18,0,0,1.0,148
10,0,0,2.0,47
7,0,2,1.0,126
3,1,1,1.5,71
13,0,1,1.0,88
16,0,1,1.2,82
8,0,2,1.2,91
3,0,0,2.0,52
1,1,1,1.2,88
9,0,1,1.0,130
18,0,2,1.2,107
21,0,1,1.0,94
8,0,0,1.0,135
21,0,0,1.0,104
15,0,0,1.2,75
19,0,1,1.2,102
16,0,1,1.2,71
1,0,0,1.0,109
22,0,0,2.0,48
18,0,2,1.0,121
1,0,2,1.0,84
15,0,1,1.0,85
15,0,1,1.2,81
21,0,1,1.5,59
13,0,1,1.0,96
19,0,1,1.5,89
0,0,1,1.0,97
8,0,0,1.0,160
14,1,0,1.0,116
14,0,0,1.5,61
10,0,0,1.0,91
4,0,1,1.0,89
7,0,1,1.5,81
21,0,0,1.0,102
6,0,1,2.0,47
5,0,1,1.0,96
6,0,0,1.2,90
18,0,0,1.0,137
13,0,1,1.0,96
10,0,0,1.5,61
18,0,1,2.0,74
13,0,0,1.5,61
18,0,2,1.5,87
5,0,0,1.2,81
0,0,1,1.0,94
13,0,1,1.0,84
11,0,1,1.0,82
11,0,0,1.0,103
8,0,0,2.0,75
8,0,1,1.0,146
13,1,1,1.0,111
19,0,1,2.0,69
1,0,1,1.0,92
13,0,1,1.2,73
22,0,1,1.2,78
6,0,1,1.0,97
14,0,1,2.0,46
21,0,1,1.0,83
7,0,0,1.0,148
18,0,0,1.2,122
1,1,2,1.0,95
0,1,1,1.0,103
18,0,1,2.0,68
23,0,0,1.0,106
7,0,1,1.2,108
6,0,1,1.2,81
17,0,1,1.0,128
18,0,1,1.0,135
12,0,1,1.2,77
15,0,0,1.0,106
22,0,2,1.0,82
10,1,2,1.0,103
23,1,1,1.2,95
21,1,1,1.0,101
9,0,1,1.2,109
18,0,0,1.0,135
4,0,1,1.2,71
11,0,0,1.0,90
3,0,1,1.5,62
15,1,1,2.0,56
1,0,1,1.2,79
3,0,0,1.0,92
15,0,1,2.0,43
21,0,0,1.2,85
10,0,1,1.5,64
5,1,2,1.0,102
10,0,1,1.0,88
9,0,2,1.2,96
14,0,0,1.0,99
20,1,1,1.0,100
6,1,1,1.5,68
20,0,1,1.0,81
14,0,1,1.2,78
21,1,0,1.5,87
0,0,1,1.2,68
7,0,1,1.0,125
4,0,0,1.0,94
20,0,1,1.2,75
5,0,0,1.2,81
21,0,1,1.2,68
23,1,0,2.0,54
3,0,1,1.0,87
14,0,0,1.2,82
3,0,0,1.0,103
2,0,0,1.0,109
15,0,1,1.0,88
15,0,1,1.2,75
7,0,1,2.0,70
20,0,0,1.2,81
23,0,1,2.0,45
5,0,0,1.5,64
20,0,2,1.5,58
12,0,1,1.5,56
8,0,2,1.2,104
8,0,0,1.0,137
10,0,1,1.0,85
7,0,1,1.0,140
12,0,1,1.2,72
18,0,1,1.0,129
21,0,0,1.0,94
0,0,0,1.0,91
16,0,0,1.0,97
5,0,1,1.0,82
11,0,0,1.2,91
3,0,0,1.2,80
20,0,1,1.0,90
15,0,1,1.0,85
20,0,0,1.0,94
2,0,1,1.0,93
16,1,1,2.0,52
21,0,1,1.2,69
17,0,1,1.0,126
17,0,1,1.5,96
17,0,1,1.2,113
7,1,1,1.5,111
22,0,1,1.2,68
7,0,1,1.0,137
12,0,1,1.5,56
11,0,2,1.2,61
14,0,2,1.2,66
9,0,2,1.0,122
8,1,2,1.5,93
2,0,0,1.2,86
9,1,2,1.5,102
16,0,0,1.0,102
14,0,2,1.5,56
23,0,1,1.5,64
9,0,2,1.0,131
19,0,2,1.5,81
20,0,2,1.2,61
13,0,2,1.0,78
15,0,0,1.0,104
21,0,2,1.0,85
5,0,0,1.0,94
6,0,1,1.5,61
9,0,1,1.0,141
18,0,1,1.2,123
17,0,1,1.5,87
8,0,1,1.2,102
1,0,1,2.0,49
8,0,1,1.2,102
3,0,1,1.0,85
10,0,1,1.0,90
16,0,0,1.0,91
2,1,0,1.2,108
14,0,2,1.0,81
1,0,2,1.0,77
15,1,1,1.0,104
3,0,0,1.0,90
17,0,0,1.2,132
9,0,2,1.0,117
5,1,2,1.5,57
10,0,1,1.2,79
9,0,1,1.2,121
0,0,2,1.0,82
15,0,0,1.5,73
4,0,1,1.0,90
8,0,2,1.0,110
16,0,2,1.5,58
3,0,0,1.0,95
1,0,2,1.2,69
1,0,0,1.2,83
4,0,0,1.5,62
1,0,0,1.0,97
12,0,0,1.0,98
4,1,1,1.0,113
0,0,0,2.0,47
20,0,2,1.2,73
14,0,2,1.0,85
18,1,0,1.0,184
13,0,1,1.0,90
11,0,1,2.0,47
1,0,1,1.2,81
19,1,0,1.2,164
0,0,1,1.0,96
2,0,1,1.2,67
10,0,1,1.0,98
16,1,2,1.5,66
23,0,0,2.0,51
4,0,1,1.0,84
16,0,2,2.0,37
17,1,2,1.0,142
22,0,0,1.5,69
2,0,1,1.0,94
14,0,0,1.0,100
15,0,1,1.2,79
14,0,1,1.0,91
16,1,1,1.0,106
17,0,1,1.2,109
22,0,0,1.2,79
7,0,2,2.0,63
20,0,1,1.0,84
13,0,0,1.0,107
3,0,1,1.0,86
9,0,1,1.0,133
19,1,0,1.5,111
20,0,1,2.0,41
6,1,1,1.0,100
22,0,1,1.2,78
19,0,0,1.0,155
0,0,2,1.5,55
20,0,1,2.0,48
6,0,0,1.0,94
11,1,1,1.5,68
3,0,0,2.0,54
6,0,0,1.2,76
23,1,1,1.2,86
14,0,1,1.0,98
1,0,2,1.5,53
1,0,2,1.5,57
4,0,1,1.0,95
2,0,1,1.0,98
15,0,1,1.0,94
3,0,0,1.5,63
14,0,0,1.0,105
16,1,2,1.0,93
10,0,1,1.5,55
3,0,1,1.2,71
3,0,0,1.0,95
3,1,1,1.5,66
18,0,0,1.0,147
1,1,2,1.0,104
15,0,0,1.2,78
19,1,1,1.0,177
12,1,0,1.0,119
7,1,2,1.0,151
18,1,1,1.2,124
21,1,1,1.0,115
1,1,1,1.5,73
16,1,1,1.0,100
22,0,0,1.5,66
11,1,2,1.0,99
13,0,1,1.2,73
11,0,1,2.0,43
21,0,2,1.0,76
12,1,2,1.0,96
9,0,0,1.2,123
3,0,2,1.0,83
6,0,0,1.2,90
21,0,1,1.0,84
1,0,0,1.0,100
14,1,2,1.2,79
3,1,0,1.0,117
8,1,0,1.2,157
23,0,1,1.0,89
5,0,1,2.0,41
16,0,1,1.0,90
6,0,1,1.5,63
15,0,0,1.0,109
16,0,1,1.2,69
7,1,1,2.0,83
2,0,0,1.5,64
20,0,1,1.0,85
21,0,1,1.5,61
19,0,1,1.0,132
5,0,0,1.0,91
22,1,1,1.0,116
17,0,0,1.0,147
10,0,1,1.0,98
5,0,1,1.0,85
12,0,0,2.0,45
8,0,1,1.5,81
7,1,2,1.2,122
12,1,2,1.0,102
13,1,2,1.0,98
0,0,2,1.0,85
4,0,0,1.2,83
5,0,1,1.2,69
8,0,1,1.0,143
19,0,0,1.5,97
12,0,1,1.2,77
0,0,0,1.5,61
21,0,2,1.5,51
5,0,2,1.0,78
6,1,1,1.2,98
9,1,1,2.0,83
3,1,1,1.2,93
17,0,1,1.0,142
15,0,2,1.2,66
18,0,0,1.0,139
10,0,1,1.0,86
16,0,1,1.0,85
1,0,0,1.0,107
6,0,2,1.0,83
8,0,1,1.0,136
13,0,1,1.5,56
16,0,1,1.0,83
14,0,1,1.0,91
6,0,1,2.0,41
6,0,1,1.2,74
13,0,2,2.0,40
8,0,1,1.2,109
8,0,1,1.0,146
16,0,1,1.0,82
20,0,1,1.5,59
1,0,2,1.0,86
11,0,0,1.2,77
21,0,0,1.2,85
15,0,2,1.0,81
1,0,0,2.0,54
14,0,1,1.0,96
5,0,1,1.5,64
22,0,1,1.0,91
21,0,2,2.0,37
10,0,1,1.0,83
16,1,2,1.2,84
3,0,2,1.0,78
18,0,2,2.0,56
4,1,2,1.2,82
22,0,1,1.2,79
11,1,1,1.0,116
18,0,1,2.0,61
0,0,2,1.0,73
10,0,2,1.0,82
21,0,1,1.0,83
5,0,1,1.0,83
3,0,0,1.0,93
16,1,0,1.0,115
11,0,1,1.0,96
9,0,0,1.0,159
22,0,1,1.0,87
13,0,1,1.2,76
6,0,2,1.2,69
22,1,2,1.0,105
22,0,0,1.2,76
23,0,0,1.0,97
10,0,0,1.0,108
23,0,1,1.2,75
2,0,1,1.5,63
7,0,1,1.0,127
19,0,2,1.5,76
22,0,1,1.2,80
4,0,1,1.5,62
3,0,1,1.2,80
12,0,2,1.5,50
3,0,1,1.0,85
5,0,0,2.0,47
1,1,0,1.5,85
4,1,1,1.0,101
